Order ID,Restaurant Name,Location,State,Region,Order Time,Delivery Time,Order Month,Month Number,Day of Week,Day Number,Order Hour,Is Peak Hour,Is Weekend,Pizza Size,Pizza Type,Toppings Count,Topping Density,Pizza Complexity,Distance (km),Traffic Level,Traffic Impact,Delivery Duration (min),Estimated Duration (min),Delay (min),Is Delayed,Restaurant Avg Time,Delivery vs Restaurant Avg (min),Slower Than Restaurant Avg,Delivery Efficiency (min/km),Payment Method,Payment Category
ORD505,Pizza Hut,"Aurora, CO",CO,West,2025-03-02 18:30:00,2025-03-02 18:50:00,March,3,Sunday,6,18,True,True,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD506,Little Caesars,"Anaheim, CA",CA,West,2025-03-03 19:45:00,2025-03-03 20:25:00,March,3,Monday,0,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD507,Marco's Pizza,"Honolulu, HI",HI,West,2025-03-04 18:00:00,2025-03-04 18:30:00,March,3,Tuesday,1,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD508,Domino's,"Lexington, KY",KY,South,2025-03-05 20:15:00,2025-03-05 21:00:00,March,3,Wednesday,2,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD509,Papa John's,"Stockton, CA",CA,West,2025-03-06 18:00:00,2025-03-06 18:20:00,March,3,Thursday,3,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD510,Pizza Hut,"Corpus Christi, TX",TX,South,2025-03-07 19:15:00,2025-03-07 19:45:00,March,3,Friday,4,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD511,Little Caesars,"Henderson, NV",NV,West,2025-03-08 20:30:00,2025-03-08 21:10:00,March,3,Saturday,5,20,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD512,Marco's Pizza,"Riverside, CA",CA,West,2025-03-09 18:45:00,2025-03-09 19:05:00,March,3,Sunday,6,18,True,True,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD513,Domino's,"Newark, NJ",NJ,Northeast,2025-03-10 19:00:00,2025-03-10 19:50:00,March,3,Monday,0,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Card,Online
ORD514,Papa John's,"St. Paul, MN",MN,Midwest,2025-03-11 20:00:00,2025-03-11 20:35:00,March,3,Tuesday,1,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD515,Pizza Hut,"Plano, TX",TX,South,2025-03-12 18:30:00,2025-03-12 18:50:00,March,3,Wednesday,2,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD516,Little Caesars,"Lincoln, NE",NE,Midwest,2025-03-13 19:45:00,2025-03-13 20:25:00,March,3,Thursday,3,19,True,False,XL,Cheese Burst,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD517,Marco's Pizza,"Boise, ID",ID,West,2025-03-14 18:00:00,2025-03-14 18:20:00,March,3,Friday,4,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,Card,Online
ORD518,Domino's,"Reno, NV",NV,West,2025-03-15 19:15:00,2025-03-15 19:45:00,March,3,Saturday,5,19,True,True,Large,Deep Dish,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,30.25943396226415,-0.26,False,5.0,UPI,Online
ORD519,Papa John's,"Scottsdale, AZ",AZ,West,2025-03-16 20:30:00,2025-03-16 21:10:00,March,3,Sunday,6,20,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.18627450980392,11.81,True,5.0,Wallet,Online
ORD520,Pizza Hut,"Irving, TX",TX,South,2025-03-17 18:45:00,2025-03-17 19:05:00,March,3,Monday,0,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,29.94845360824742,-9.95,False,8.0,Cash,Offline
ORD521,Domino's,"Orlando, FL",FL,South,2025-03-18 19:00:00,2025-03-18 19:50:00,March,3,Tuesday,1,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Card,Online
ORD522,Papa John's,"Madison, WI",WI,Midwest,2025-03-19 20:00:00,2025-03-19 20:35:00,March,3,Wednesday,2,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD523,Pizza Hut,"Lubbock, TX",TX,South,2025-03-20 18:30:00,2025-03-20 18:50:00,March,3,Thursday,3,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD524,Little Caesars,"Chandler, AZ",AZ,West,2025-03-21 19:45:00,2025-03-21 20:25:00,March,3,Friday,4,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD525,Marco's Pizza,"Garland, TX",TX,South,2025-03-22 18:00:00,2025-03-22 18:30:00,March,3,Saturday,5,18,True,True,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD526,Domino's,"Glendale, AZ",AZ,West,2025-03-23 20:15:00,2025-03-23 21:00:00,March,3,Sunday,6,20,True,True,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD527,Papa John's,"Akron, OH",OH,Midwest,2025-03-24 18:00:00,2025-03-24 18:20:00,March,3,Monday,0,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD528,Pizza Hut,"Baton Rouge, LA",LA,South,2025-03-25 19:15:00,2025-03-25 19:45:00,March,3,Tuesday,1,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD529,Little Caesars,"Durham, NC",NC,South,2025-03-26 20:30:00,2025-03-26 21:10:00,March,3,Wednesday,2,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD530,Marco's Pizza,"Chula Vista, CA",CA,West,2025-03-27 18:45:00,2025-03-27 19:05:00,March,3,Thursday,3,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD531,Domino's,"Fort Wayne, IN",IN,Midwest,2025-03-28 19:00:00,2025-03-28 19:50:00,March,3,Friday,4,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Domino's Cash,Offline
ORD532,Papa John's,"St. Petersburg, FL",FL,South,2025-03-29 20:00:00,2025-03-29 20:35:00,March,3,Saturday,5,20,True,True,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD533,Pizza Hut,"Jersey City, NJ",NJ,Northeast,2025-03-30 18:30:00,2025-03-30 18:50:00,March,3,Sunday,6,18,True,True,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD534,Little Caesars,"St. Louis, MO",MO,Midwest,2025-03-31 19:45:00,2025-03-31 20:25:00,March,3,Monday,0,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD535,Marco's Pizza,"Norfolk, VA",VA,South,2025-04-01 18:00:00,2025-04-01 18:30:00,April,4,Tuesday,1,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD536,Domino's,"Laredo, TX",TX,South,2025-04-02 20:15:00,2025-04-02 21:00:00,April,4,Wednesday,2,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD537,Papa John's,"Chandler, AZ",AZ,West,2025-04-03 18:00:00,2025-04-03 18:20:00,April,4,Thursday,3,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD538,Pizza Hut,"Lubbock, TX",TX,South,2025-04-04 19:15:00,2025-04-04 19:45:00,April,4,Friday,4,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD539,Little Caesars,"Garland, TX",TX,South,2025-04-05 20:30:00,2025-04-05 21:10:00,April,4,Saturday,5,20,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD540,Marco's Pizza,"Glendale, AZ",AZ,West,2025-04-06 18:45:00,2025-04-06 19:05:00,April,4,Sunday,6,18,True,True,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD541,Domino's,"Akron, OH",OH,Midwest,2025-04-07 19:00:00,2025-04-07 19:50:00,April,4,Monday,0,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Card,Online
ORD542,Papa John's,"Baton Rouge, LA",LA,South,2025-04-08 20:00:00,2025-04-08 20:35:00,April,4,Tuesday,1,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD543,Pizza Hut,"Durham, NC",NC,South,2025-04-09 18:30:00,2025-04-09 18:50:00,April,4,Wednesday,2,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD544,Domino's,"Austin, TX",TX,South,2025-04-10 19:00:00,2025-04-10 19:45:00,April,4,Thursday,3,19,True,False,Large,Thai Chicken,4,0.5714285714285714,12,7.0,Medium,2,45,16.8,28.2,True,30.25943396226415,14.74,True,6.428571428571429,Card,Online
ORD545,Papa John's,"Denver, CO",CO,West,2025-04-11 20:15:00,2025-04-11 20:55:00,April,4,Friday,4,20,True,False,Medium,Sicilian,3,0.4615384615384616,6,6.5,High,3,40,15.6,24.4,True,28.18627450980392,11.81,True,6.153846153846154,Wallet,Online
ORD546,Pizza Hut,"Miami, FL",FL,South,2025-04-12 18:45:00,2025-04-12 19:05:00,April,4,Saturday,5,18,True,True,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,29.94845360824742,-9.95,False,8.0,Cash,Offline
ORD547,Little Caesars,"Seattle, WA",WA,West,2025-04-13 19:30:00,2025-04-13 20:10:00,April,4,Sunday,6,19,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD548,Marco's Pizza,"Portland, OR",OR,West,2025-04-14 18:00:00,2025-04-14 18:30:00,April,4,Monday,0,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD549,Domino's,"Chicago, IL",IL,Midwest,2025-04-15 20:15:00,2025-04-15 21:00:00,April,4,Tuesday,1,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD550,Papa John's,"Boston, MA",MA,Northeast,2025-04-16 18:00:00,2025-04-16 18:20:00,April,4,Wednesday,2,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD551,Pizza Hut,"Atlanta, GA",GA,South,2025-04-17 19:15:00,2025-04-17 19:45:00,April,4,Thursday,3,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD552,Little Caesars,"Phoenix, AZ",AZ,West,2025-04-18 20:30:00,2025-04-18 21:10:00,April,4,Friday,4,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD553,Marco's Pizza,"San Diego, CA",CA,West,2025-04-19 18:45:00,2025-04-19 19:05:00,April,4,Saturday,5,18,True,True,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD554,Domino's,"Columbus, OH",OH,Midwest,2025-04-20 19:00:00,2025-04-20 19:50:00,April,4,Sunday,6,19,True,True,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Domino's Cash,Offline
ORD555,Papa John's,"Charlotte, NC",NC,South,2025-04-21 20:00:00,2025-04-21 20:35:00,April,4,Monday,0,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD556,Pizza Hut,"Nashville, TN",TN,South,2025-04-22 18:30:00,2025-04-22 18:50:00,April,4,Tuesday,1,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD557,Little Caesars,"Oklahoma City, OK",OK,South,2025-04-23 19:45:00,2025-04-23 20:25:00,April,4,Wednesday,2,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD558,Marco's Pizza,"Las Vegas, NV",NV,West,2025-04-24 18:00:00,2025-04-24 18:30:00,April,4,Thursday,3,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD559,Domino's,"Indianapolis, IN",IN,Midwest,2025-04-25 20:15:00,2025-04-25 21:00:00,April,4,Friday,4,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD560,Papa John's,"San Jose, CA",CA,West,2025-04-26 18:00:00,2025-04-26 18:20:00,April,4,Saturday,5,18,True,True,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD561,Pizza Hut,"Jacksonville, FL",FL,South,2025-04-27 19:15:00,2025-04-27 19:45:00,April,4,Sunday,6,19,True,True,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD562,Little Caesars,"Fort Worth, TX",TX,South,2025-04-28 20:30:00,2025-04-28 21:10:00,April,4,Monday,0,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD563,Marco's Pizza,"Memphis, TN",TN,South,2025-04-29 18:45:00,2025-04-29 19:05:00,April,4,Tuesday,1,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD564,Domino's,"Baltimore, MD",MD,South,2025-04-30 19:00:00,2025-04-30 19:50:00,April,4,Wednesday,2,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Card,Online
ORD565,Papa John's,"Milwaukee, WI",WI,Midwest,2025-05-01 20:00:00,2025-05-01 20:35:00,May,5,Thursday,3,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD566,Pizza Hut,"Albuquerque, NM",NM,West,2025-05-02 18:30:00,2025-05-02 18:50:00,May,5,Friday,4,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD567,Little Caesars,"Tucson, AZ",AZ,West,2025-05-03 19:45:00,2025-05-03 20:25:00,May,5,Saturday,5,19,True,True,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD568,Marco's Pizza,"Fresno, CA",CA,West,2025-05-04 18:00:00,2025-05-04 18:30:00,May,5,Sunday,6,18,True,True,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD569,Domino's,"Sacramento, CA",CA,West,2025-05-05 20:15:00,2025-05-05 21:00:00,May,5,Monday,0,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD570,Papa John's,"Milwaukee, WI",WI,Midwest,2025-05-01 20:00:00,2025-05-01 20:35:00,May,5,Thursday,3,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD571,Domino's,"New York, NY",NY,Northeast,2025-05-07 19:00:00,2025-05-07 19:45:00,May,5,Wednesday,2,19,True,False,Large,Thai Chicken,4,0.5714285714285714,12,7.0,Medium,2,45,16.8,28.2,True,30.25943396226415,14.74,True,6.428571428571429,Card,Online
ORD572,Papa John's,"Los Angeles, CA",CA,West,2025-05-08 20:15:00,2025-05-08 20:55:00,May,5,Thursday,3,20,True,False,Medium,Sicilian,3,0.4615384615384616,6,6.5,High,3,40,15.6,24.4,True,28.18627450980392,11.81,True,6.153846153846154,Wallet,Online
ORD573,Pizza Hut,"Chicago, IL",IL,Midwest,2025-05-09 18:45:00,2025-05-09 19:05:00,May,5,Friday,4,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,29.94845360824742,-9.95,False,8.0,Cash,Offline
ORD574,Little Caesars,"Houston, TX",TX,South,2025-05-10 19:30:00,2025-05-10 20:10:00,May,5,Saturday,5,19,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD575,Marco's Pizza,"Phoenix, AZ",AZ,West,2025-05-11 18:00:00,2025-05-11 18:30:00,May,5,Sunday,6,18,True,True,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD576,Domino's,"Philadelphia, PA",PA,Northeast,2025-05-12 20:15:00,2025-05-12 21:00:00,May,5,Monday,0,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD577,Papa John's,"San Antonio, TX",TX,South,2025-05-13 18:00:00,2025-05-13 18:20:00,May,5,Tuesday,1,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD578,Pizza Hut,"San Diego, CA",CA,West,2025-05-14 19:15:00,2025-05-14 19:45:00,May,5,Wednesday,2,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD579,Little Caesars,"Dallas, TX",TX,South,2025-05-15 20:30:00,2025-05-15 21:10:00,May,5,Thursday,3,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD580,Marco's Pizza,"San Jose, CA",CA,West,2025-05-16 18:45:00,2025-05-16 19:05:00,May,5,Friday,4,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD581,Domino's,"Austin, TX",TX,South,2025-05-17 19:00:00,2025-05-17 19:50:00,May,5,Saturday,5,19,True,True,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Domino's Cash,Offline
ORD582,Papa John's,"Jacksonville, FL",FL,South,2025-05-18 20:00:00,2025-05-18 20:35:00,May,5,Sunday,6,20,True,True,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD583,Pizza Hut,"Fort Worth, TX",TX,South,2025-05-19 18:30:00,2025-05-19 18:50:00,May,5,Monday,0,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD584,Little Caesars,"Columbus, OH",OH,Midwest,2025-05-20 19:45:00,2025-05-20 20:25:00,May,5,Tuesday,1,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD585,Marco's Pizza,"Charlotte, NC",NC,South,2025-05-21 18:00:00,2025-05-21 18:30:00,May,5,Wednesday,2,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD586,Domino's,"San Francisco, CA",CA,West,2025-05-22 20:15:00,2025-05-22 21:00:00,May,5,Thursday,3,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD587,Papa John's,"Indianapolis, IN",IN,Midwest,2025-05-23 18:00:00,2025-05-23 18:20:00,May,5,Friday,4,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD588,Pizza Hut,"Seattle, WA",WA,West,2025-05-24 19:15:00,2025-05-24 19:45:00,May,5,Saturday,5,19,True,True,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD589,Little Caesars,"Denver, CO",CO,West,2025-05-25 20:30:00,2025-05-25 21:10:00,May,5,Sunday,6,20,True,True,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD590,Marco's Pizza,"Washington, DC",DC,South,2025-05-26 18:45:00,2025-05-26 19:05:00,May,5,Monday,0,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD591,Domino's,"Boston, MA",MA,Northeast,2025-05-27 19:00:00,2025-05-27 19:50:00,May,5,Tuesday,1,19,True,False,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.25943396226415,19.74,True,5.0,Card,Online
ORD592,Papa John's,"El Paso, TX",TX,South,2025-05-28 20:00:00,2025-05-28 20:35:00,May,5,Wednesday,2,20,True,False,Medium,Gluten-Free,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,28.18627450980392,6.81,True,6.363636363636363,Wallet,Online
ORD593,Pizza Hut,"Detroit, MI",MI,Midwest,2025-05-29 18:30:00,2025-05-29 18:50:00,May,5,Thursday,3,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,29.94845360824742,-9.95,False,10.0,UPI,Online
ORD594,Little Caesars,"Nashville, TN",TN,South,2025-05-30 19:45:00,2025-05-30 20:25:00,May,5,Friday,4,19,True,False,XL,Stuffed Crust,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,28.84422110552764,11.16,True,5.333333333333333,Card,Online
ORD595,Marco's Pizza,"Memphis, TN",TN,South,2025-05-31 18:00:00,2025-05-31 18:30:00,May,5,Saturday,5,18,True,True,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,30.28645833333333,-0.29,False,7.5,UPI,Online
ORD596,Domino's,"Portland, OR",OR,West,2025-06-01 20:15:00,2025-06-01 21:00:00,June,6,Sunday,6,20,True,True,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.25943396226415,14.74,True,5.0,Cash,Offline
ORD597,Papa John's,"Oklahoma City, OK",OK,South,2025-06-02 18:00:00,2025-06-02 18:20:00,June,6,Monday,0,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,28.18627450980392,-8.19,False,6.666666666666667,Card,Online
ORD598,Pizza Hut,"Las Vegas, NV",NV,West,2025-06-03 19:15:00,2025-06-03 19:45:00,June,6,Tuesday,1,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,29.94845360824742,0.05,True,5.0,Wallet,Online
ORD599,Little Caesars,"Atlanta, GA",GA,South,2025-06-04 20:30:00,2025-06-04 21:10:00,June,6,Wednesday,2,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,28.84422110552764,11.16,True,5.0,Card,Online
ORD600,Marco's Pizza,"Miami, FL",FL,South,2025-06-05 18:45:00,2025-06-05 19:05:00,June,6,Thursday,3,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.28645833333333,-10.29,False,8.0,Cash,Offline
ORD601,Domino's,"New York, NY",NY,Northeast,2025-06-06 19:00:00,2025-06-06 19:45:00,June,6,Friday,4,19,True,False,Large,Thai Chicken,4,0.5714285714285714,12,7.0,Medium,2,45,16.8,28.2,True,30.25943396226415,14.74,True,6.428571428571429,Card,Online
ORD602,Papa John's,"Los Angeles, CA",CA,West,2025-06-07 20:15:00,2025-06-07 20:55:00,June,6,Saturday,5,20,True,True,Medium,Sicilian,3,0.4615384615384616,6,6.5,High,3,40,15.6,24.4,True,28.18627450980392,11.81,True,6.153846153846154,Wallet,Online
ORD603,Pizza Hut,"Chicago, IL",IL,Midwest,2025-06-08 18:45:00,2025-06-08 19:05:00,June,6,Sunday,6,18,True,True,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,29.94845360824742,-9.95,False,8.0,Cash,Offline
